m,k,n,tile_m,tile_k_l2,tile_k_l1,tile_n,latency avg,latency max,latency min
1024,1024,1024,64,32,8,16,2091.55,2572.0,1811.0
1024,1024,1024,64,32,8,32,1261.6,1648.0,995.0
1024,1024,1024,64,32,8,64,572.3,598.0,558.0
1024,1024,1024,64,32,8,128,490.35,801.0,462.0
1024,1024,1024,64,32,8,256,457.15,503.0,435.0
1024,1024,1024,64,32,16,16,1898.4,2316.0,1679.0
1024,1024,1024,64,32,16,32,1283.4,1646.0,965.0
1024,1024,1024,64,32,16,64,595.05,634.0,576.0
1024,1024,1024,64,32,16,128,437.25,517.0,423.0
1024,1024,1024,64,32,16,256,425.55,431.0,408.0
1024,1024,1024,64,32,32,16,1612.05,1665.0,1597.0
1024,1024,1024,64,32,32,32,979.25,1218.0,888.0
1024,1024,1024,64,32,32,64,619.15,885.0,530.0
1024,1024,1024,64,32,32,128,353.25,371.0,344.0
1024,1024,1024,64,64,8,16,2008.9,2168.0,1851.0
1024,1024,1024,64,64,8,32,1246.65,1648.0,936.0
1024,1024,1024,64,64,8,64,0.0,0.0,0.0
1024,1024,1024,64,64,8,128,490.7,818.0,452.0
1024,1024,1024,64,64,8,256,444.4,459.0,440.0
1024,1024,1024,64,64,16,16,1982.5,2185.0,1642.0
1024,1024,1024,64,64,16,32,1166.9,1524.0,884.0
1024,1024,1024,64,64,16,64,865.35,1221.0,566.0
1024,1024,1024,64,64,16,128,446.35,588.0,429.0
1024,1024,1024,64,64,16,256,423.9,443.0,410.0
1024,1024,1024,64,64,32,16,1609.6,1644.0,1573.0
1024,1024,1024,64,64,32,32,920.3,966.0,893.0
1024,1024,1024,64,64,32,64,544.3,564.0,528.0
1024,1024,1024,64,64,32,128,411.5,490.0,387.0
1024,1024,1024,64,64,64,16,1986.75,2383.0,1717.0
1024,1024,1024,64,64,64,32,1323.85,1599.0,976.0
1024,1024,1024,64,64,64,64,773.45,1109.0,543.0
1024,1024,1024,64,128,8,16,1979.05,2196.0,1661.0
1024,1024,1024,64,128,8,32,1191.85,1481.0,869.0
1024,1024,1024,64,128,8,64,633.3,1137.0,539.0
1024,1024,1024,64,128,8,128,626.2,793.0,457.0
1024,1024,1024,64,128,8,256,508.6,996.0,457.0
